"sub_lin","emmean","SE","df","lower.CL","upper.CL"
"Acc_B",0.255866033437387,0.0690092882907513,22.3006628676527,0.112861319198764,0.398870747676011
"Acc_Ku",0.246435326002031,0.0846145166050552,22.4561643893182,0.0711620028062041,0.421708649197858
"Aci_B",0.304512284215196,0.0816886615647046,19.0705687881693,0.133578762149669,0.475445806280722
"Ack_Ka",0.263612444080176,0.0699301818656929,23.6290756051791,0.119163652320673,0.408061235839678
