"sub_lin","emmean","SE","df","lower.CL","upper.CL"
"Acc_B",0.253797254734284,0.0246570181326578,529.524170172281,0.205359675024144,0.302234834444425
"Acc_Ku",0.217858828512863,0.0316248608761283,665.004472356023,0.155762222658563,0.279955434367162
"Aci_B",0.173702753478653,0.0224480033784609,560.55531115196,0.129610273370464,0.217795233586842
"Ack_Ka",0.217751273866781,0.0287406872524798,598.304379678298,0.161306378449507,0.274196169284056
