"sub_lin","emmean","SE","df","lower.CL","upper.CL"
"Acc_B",-1.49856795036036,0.0755050863521048,7,-1.67710910866715,-1.32002679205357
"Acc_Ku",-0.388637373995969,0.079925327201067,7,-0.5776307410121,-0.199644006979837
"Aci_B",-2.85514706471955,0.0738591954074822,7,-3.02979630938322,-2.68049782005589
"Ack_Ka",-1.0108129806742,0.0695032926317398,7,-1.17516215199677,-0.846463809351641
