"sub_lin","emmean","SE","df","lower.CL","upper.CL"
"Acc_B",0.42697110080627,0.0144519659680435,1600,0.398624324570806,0.455317877041734
"Acc_Ku",0.183391649823773,0.0170935129929098,1600,0.14986361710079,0.216919682546757
"Aci_B",0.77529127471392,0.0141035702894104,1600,0.747627858400936,0.802954691026903
"Ack_Ka",0.328062022996445,0.0142775010866639,1600,0.300057450511277,0.356066595481613
