Population,Colony_ID,Distance(m),Bee_Id,Dance_No .,Waggle_run_No.,Start_frame,End_frame,Frame_difference,Waggle_run_duration(s),Mean_frame_difference,Mean_waggle_run_duration(s)
Apis cerana cerana,Colony_1,50,DBA,1,1,310,329,19,0.322033898,22,0.372881355
Apis cerana cerana,Colony_1,50,DBA,1,2,416,432,16,0.27118644,,
Apis cerana cerana,Colony_1,50,DBA,1,3,532,554,22,0.372881355,,
Apis cerana cerana,Colony_1,50,DBA,1,4,631,659,28,0.47457627,,
Apis cerana cerana,Colony_1,50,DBA,1,5,758,783,25,0.423728813,,
Apis cerana cerana,Colony_1,50,DBA,2,1,13854,13873,19,0.322033898,24.42857143,0.414043583
Apis cerana cerana,Colony_1,50,DBA,2,2,13942,13968,26,0.440677965,,
Apis cerana cerana,Colony_1,50,DBA,2,3,14032,14057,25,0.423728813,,
Apis cerana cerana,Colony_1,50,DBA,2,4,14118,14135,17,0.288135593,,
Apis cerana cerana,Colony_1,50,DBA,2,5,14200,14220,20,0.33898305,,
Apis cerana cerana,Colony_1,50,DBA,2,6,14336,14350,14,0.237288135,,
Apis cerana cerana,Colony_1,50,DBA,2,7,14412,14462,50,0.847457625,,
Apis cerana cerana,Colony_1,50,DBA,3,1,17804,17820,16,0.27118644,31.33333333,0.531073445
Apis cerana cerana,Colony_1,50,DBA,3,2,17903,17948,45,0.762711863,,
Apis cerana cerana,Colony_1,50,DBA,3,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,DBA,3,3,18422,18455,33,0.559322033,,
Apis cerana cerana,Colony_1,50,DBA,4,1,31106,31127,21,0.355932203,21.71428571,0.36803874
Apis cerana cerana,Colony_1,50,DBA,4,2,31182,31198,16,0.27118644,,
Apis cerana cerana,Colony_1,50,DBA,4,3,31258,31282,24,0.40677966,,
Apis cerana cerana,Colony_1,50,DBA,4,4,31356,31391,35,0.593220338,,
Apis cerana cerana,Colony_1,50,DBA,4,5,31479,31491,12,0.20338983,,
Apis cerana cerana,Colony_1,50,DBA,4,6,31550,31570,20,0.33898305,,
Apis cerana cerana,Colony_1,50,DBA,4,7,31720,31744,24,0.40677966,,
Apis cerana cerana,Colony_1,50,GA,1,1,12132,12147,15,0.254237288,15,0.254237288
Apis cerana cerana,Colony_1,50,LgA,1,1,19758,19786,28,0.47457627,28,0.47457627
Apis cerana cerana,Colony_1,50,LgA,2,1,21657,21676,19,0.322033898,21,0.355932203
Apis cerana cerana,Colony_1,50,LgA,2,2,21733,21757,24,0.40677966,,
Apis cerana cerana,Colony_1,50,LgA,2,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,LgA,2,3,21897,21917,20,0.33898305,,
Apis cerana cerana,Colony_1,50,LgT_,1,1,11994,12003,9,0.152542373,17.66666667,0.299435028
Apis cerana cerana,Colony_1,50,LgT_,1,2,12204,12219,15,0.254237288,,
Apis cerana cerana,Colony_1,50,LgT_,1,3,12292,12318,26,0.440677965,,
Apis cerana cerana,Colony_1,50,LgT_,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,LgT_,1,4,12482,12508,26,0.440677965,,
Apis cerana cerana,Colony_1,50,LgT_,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,LgT_,1,5,13307,13326,19,0.322033898,,
Apis cerana cerana,Colony_1,50,LgT_,1,6,13405,13424,19,0.322033898,,
Apis cerana cerana,Colony_1,50,LgT_,1,7,13501,13510,9,0.152542373,,
Apis cerana cerana,Colony_1,50,LgT_,1,8,13578,13598,20,0.33898305,,
Apis cerana cerana,Colony_1,50,LgT_,1,9,13676,13695,19,0.322033898,,
Apis cerana cerana,Colony_1,50,LgT_,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,LgT_,1,10,14412,14426,14,0.237288135,,
Apis cerana cerana,Colony_1,50,LgT_,1,11,14509,14523,14,0.237288135,,
Apis cerana cerana,Colony_1,50,LgT_,1,12,14582,14604,22,0.372881355,,
Apis cerana cerana,Colony_1,50,RA,1,1,33588,33611,23,0.389830508,21.42857143,0.363196125
Apis cerana cerana,Colony_1,50,RA,1,2,33694,33706,12,0.20338983,,
Apis cerana cerana,Colony_1,50,RA,1,3,33770,33785,15,0.254237288,,
Apis cerana cerana,Colony_1,50,RA,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RA,1,4,34054,34081,27,0.457627118,,
Apis cerana cerana,Colony_1,50,RA,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RA,1,5,34271,34296,25,0.423728813,,
Apis cerana cerana,Colony_1,50,RA,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RA,1,6,34432,34460,28,0.47457627,,
Apis cerana cerana,Colony_1,50,RA,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RA,1,7,34734,34754,20,0.33898305,,
Apis cerana cerana,Colony_1,50,RA,2,1,2901,2930,29,0.491525423,33.4,0.566101694
Apis cerana cerana,Colony_1,50,RA,2,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RA,2,2,3412,3431,19,0.322033898,,
Apis cerana cerana,Colony_1,50,RA,2,3,3502,3526,24,0.40677966,,
Apis cerana cerana,Colony_1,50,RA,2,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RA,2,4,4306,4330,24,0.40677966,,
Apis cerana cerana,Colony_1,50,RA,2,5,4404,4475,71,1.203389828,,
Apis cerana cerana,Colony_1,50,RT,1,1,12800,12818,18,0.305084745,18.26666667,0.309604519
Apis cerana cerana,Colony_1,50,RT,1,2,12868,12886,18,0.305084745,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,3,13032,13052,20,0.33898305,,
Apis cerana cerana,Colony_1,50,RT,1,4,13130,13149,19,0.322033898,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,5,13308,13325,17,0.288135593,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,6,13724,13742,18,0.305084745,,
Apis cerana cerana,Colony_1,50,RT,1,7,13902,13919,17,0.288135593,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,8,14308,14322,14,0.237288135,,
Apis cerana cerana,Colony_1,50,RT,1,9,14388,14406,18,0.305084745,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,10,14632,14655,23,0.389830508,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,11,15164,15192,28,0.47457627,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,12,15344,15356,12,0.20338983,,
Apis cerana cerana,Colony_1,50,RT,1,13,15406,15433,27,0.457627118,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,14,15583,15594,11,0.186440678,,
Apis cerana cerana,Colony_1,50,RT,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,1,15,16105,16119,14,0.237288135,,
Apis cerana cerana,Colony_1,50,RT,2,1,1720,1743,23,0.389830508,20,0.33898305
Apis cerana cerana,Colony_1,50,RT,2,2,1878,1895,17,0.288135593,,
Apis cerana cerana,Colony_1,50,RT,2,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,2,3,2116,2142,26,0.440677965,,
Apis cerana cerana,Colony_1,50,RT,2,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,2,4,2346,2364,18,0.305084745,,
Apis cerana cerana,Colony_1,50,RT,2,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,50,RT,2,5,2521,2537,16,0.27118644,,
