Population,Colony_ID,Distance(m),Bee_Id,Dance_No .,Waggle_run_No.,Start_frame,End_frame,Frame_difference,Waggle_run_duration(s),Mean_frame_difference,Mean_waggle_run_duration(s)
Apis cerana cerana,Colony_1,100,BR,3,5,29808,29840,32,0.54237288,,
Apis cerana cerana,Colony_1,100,BR,3,6,29920,29941,21,0.355932203,,
Apis cerana cerana,Colony_1,100,BR,3,7,30022,30044,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,3,8,30118,30143,25,0.423728813,,
Apis cerana cerana,Colony_1,100,BR,3,9,30236,30262,26,0.440677965,,
Apis cerana cerana,Colony_1,100,BR,3,10,30346,30379,33,0.559322033,,
Apis cerana cerana,Colony_1,100,BR,3,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,3,11,30736,30763,27,0.457627118,,
Apis cerana cerana,Colony_1,100,BR,3,12,30954,30974,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,3,13,31052,31080,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,3,14,31160,31184,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,3,15,31258,31292,34,0.576271185,,
Apis cerana cerana,Colony_1,100,BR,3,16,31404,31449,45,0.762711863,,
Apis cerana cerana,Colony_1,100,BR,3,17,31540,31568,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,3,18,31660,31680,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,3,19,31760,31791,31,0.525423728,,
Apis cerana cerana,Colony_1,100,BR,3,20,31864,31886,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,3,21,31956,31983,27,0.457627118,,
Apis cerana cerana,Colony_1,100,BR,3,22,32070,32091,21,0.355932203,,
Apis cerana cerana,Colony_1,100,BR,3,23,32184,32201,17,0.288135593,,
Apis cerana cerana,Colony_1,100,BR,3,24,32270,32287,17,0.288135593,,
Apis cerana cerana,Colony_1,100,BR,4,1,20416,20450,34,0.576271185,24.86666667,0.421468926
Apis cerana cerana,Colony_1,100,BR,4,2,20566,20588,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,4,3,20666,20705,39,0.661016948,,
Apis cerana cerana,Colony_1,100,BR,4,4,20796,20825,29,0.491525423,,
Apis cerana cerana,Colony_1,100,BR,4,5,20922,20934,12,0.20338983,,
Apis cerana cerana,Colony_1,100,BR,4,6,21008,21040,32,0.54237288,,
Apis cerana cerana,Colony_1,100,BR,4,7,21120,21144,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,4,8,21216,21236,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,4,9,21312,21336,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,4,10,21428,21450,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,4,11,21512,21541,29,0.491525423,,
Apis cerana cerana,Colony_1,100,BR,4,12,21610,21631,21,0.355932203,,
Apis cerana cerana,Colony_1,100,BR,4,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,4,13,21802,21826,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,4,14,21936,21956,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,4,15,22018,22039,21,0.355932203,,
Apis cerana cerana,Colony_1,100,BR,5,1,536,554,18,0.305084745,21.98529412,0.372632103
Apis cerana cerana,Colony_1,100,BR,5,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,5,2,884,900,16,0.27118644,,
Apis cerana cerana,Colony_1,100,BR,5,3,968,1008,40,0.6779661,,
Apis cerana cerana,Colony_1,100,BR,5,4,1070,1096,26,0.440677965,,
Apis cerana cerana,Colony_1,100,BR,5,5,1166,1188,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,5,6,1248,1276,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,5,7,1350,1371,21,0.355932203,,
Apis cerana cerana,Colony_1,100,BR,5,8,1438,1462,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,9,1564,1592,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,5,10,1672,1700,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,5,11,1770,1782,12,0.20338983,,
Apis cerana cerana,Colony_1,100,BR,5,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,5,12,1934,1960,26,0.440677965,,
Apis cerana cerana,Colony_1,100,BR,5,13,2034,2067,33,0.559322033,,
Apis cerana cerana,Colony_1,100,BR,5,14,2144,2166,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,5,15,2224,2242,18,0.305084745,,
Apis cerana cerana,Colony_1,100,BR,5,16,2310,2341,31,0.525423728,,
Apis cerana cerana,Colony_1,100,BR,5,17,2422,2435,13,0.220338983,,
Apis cerana cerana,Colony_1,100,BR,5,18,2500,2532,32,0.54237288,,
Apis cerana cerana,Colony_1,100,BR,5,19,2678,2702,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,20,2774,2800,26,0.440677965,,
Apis cerana cerana,Colony_1,100,BR,5,21,2894,2910,16,0.27118644,,
Apis cerana cerana,Colony_1,100,BR,5,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,5,22,3070,3096,26,0.440677965,,
Apis cerana cerana,Colony_1,100,BR,5,23,3160,3190,30,0.508474575,,
Apis cerana cerana,Colony_1,100,BR,5,24,3256,3280,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,25,3366,3376,10,0.169491525,,
Apis cerana cerana,Colony_1,100,BR,5,26,3462,3471,9,0.152542373,,
Apis cerana cerana,Colony_1,100,BR,5,27,3532,3562,30,0.508474575,,
Apis cerana cerana,Colony_1,100,BR,5,28,3622,3656,34,0.576271185,,
Apis cerana cerana,Colony_1,100,BR,5,29,3706,3726,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,5,30,3819,3834,15,0.254237288,,
Apis cerana cerana,Colony_1,100,BR,5,31,3892,3916,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,32,3990,4022,32,0.54237288,,
Apis cerana cerana,Colony_1,100,BR,5,33,4082,4102,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,5,34,4170,4202,32,0.54237288,,
Apis cerana cerana,Colony_1,100,BR,5,35,4274,4286,12,0.20338983,,
Apis cerana cerana,Colony_1,100,BR,5,36,4342,4366,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,37,4452,4472,20,0.33898305,,
Apis cerana cerana,Colony_1,100,BR,5,38,4530,4558,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,5,39,4632,4656,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,5,40,4842,4860,18,0.305084745,,
Apis cerana cerana,Colony_1,100,BR,5,41,4930,4954,24,0.40677966,,
Apis cerana cerana,Colony_1,100,BR,5,42,5050,5075,25,0.423728813,,
Apis cerana cerana,Colony_1,100,BR,5,43,5146,5168,22,0.372881355,,
Apis cerana cerana,Colony_1,100,BR,5,44,5252,5278,26,0.440677965,,
Apis cerana cerana,Colony_1,100,BR,5,45,5342,5370,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,5,46,5438,5451,13,0.220338983,,
Apis cerana cerana,Colony_1,100,BR,5,47,5536,5561,25,0.423728813,,
Apis cerana cerana,Colony_1,100,BR,5,48,5622,5652,30,0.508474575,,
Apis cerana cerana,Colony_1,100,BR,5,49,5736,5748,12,0.20338983,,
Apis cerana cerana,Colony_1,100,BR,5,50,5822,5851,29,0.491525423,,
Apis cerana cerana,Colony_1,100,BR,5,51,5906,5920,14,0.237288135,,
Apis cerana cerana,Colony_1,100,BR,5,52,6026,6038,12,0.20338983,,
Apis cerana cerana,Colony_1,100,BR,5,53,6114,6130,16,0.27118644,,
Apis cerana cerana,Colony_1,100,BR,5,54,6212,6221,9,0.152542373,,
Apis cerana cerana,Colony_1,100,BR,5,55,6306,6331,25,0.423728813,,
Apis cerana cerana,Colony_1,100,BR,5,56,6412,6439,27,0.457627118,,
Apis cerana cerana,Colony_1,100,BR,5,57,6530,6544,14,0.237288135,,
Apis cerana cerana,Colony_1,100,BR,5,58,6614,6629,15,0.254237288,,
Apis cerana cerana,Colony_1,100,BR,5,59,6708,6727,19,0.322033898,,
Apis cerana cerana,Colony_1,100,BR,5,60,6792,6805,13,0.220338983,,
Apis cerana cerana,Colony_1,100,BR,5,61,6910,6918,8,0.13559322,,
Apis cerana cerana,Colony_1,100,BR,5,62,6989,7008,19,0.322033898,,
Apis cerana cerana,Colony_1,100,BR,5,63,7090,7111,21,0.355932203,,
Apis cerana cerana,Colony_1,100,BR,5,64,7184,7198,14,0.237288135,,
Apis cerana cerana,Colony_1,100,BR,5,65,7248,7276,28,0.47457627,,
Apis cerana cerana,Colony_1,100,BR,5,66,7350,7368,18,0.305084745,,
Apis cerana cerana,Colony_1,100,BR,5,67,7434,7459,25,0.423728813,,
Apis cerana cerana,Colony_1,100,BR,5,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,BR,5,68,8448,8476,28,0.47457627,,
Apis cerana cerana,Colony_1,100,GG,1,1,162,188,26,0.440677965,26.2,0.444067796
Apis cerana cerana,Colony_1,100,GG,1,2,262,284,22,0.372881355,,
Apis cerana cerana,Colony_1,100,GG,1,3,360,388,28,0.47457627,,
Apis cerana cerana,Colony_1,100,GG,1,NA,NA,NA,NA,NA,,
Apis cerana cerana,Colony_1,100,GG,1,4,618,660,42,0.711864405,,
Apis cerana cerana,Colony_1,100,GG,1,5,748,790,42,0.711864405,,
Apis cerana cerana,Colony_1,100,GG,1,6,860,880,20,0.33898305,,
Apis cerana cerana,Colony_1,100,GG,1,7,956,984,28,0.47457627,,
Apis cerana cerana,Colony_1,100,GG,1,8,1052,1074,22,0.372881355,,
Apis cerana cerana,Colony_1,100,GG,1,9,1177,1194,17,0.288135593,,
Apis cerana cerana,Colony_1,100,GG,1,10,1266,1296,30,0.508474575,,
Apis cerana cerana,Colony_1,100,GG,1,11,1384,1402,18,0.305084745,,
Apis cerana cerana,Colony_1,100,GG,1,12,1484,1506,22,0.372881355,,
Apis cerana cerana,Colony_1,100,GG,1,13,1574,1600,26,0.440677965,,
Apis cerana cerana,Colony_1,100,GG,1,14,1694,1716,22,0.372881355,,
Apis cerana cerana,Colony_1,100,GT,1,1,27494,27526,32,0.54237288,25,0.423728813
Apis cerana cerana,Colony_1,100,GT,1,2,27638,27667,29,0.491525423,,
Apis cerana cerana,Colony_1,100,GT,1,3,27758,27778,20,0.33898305,,
Apis cerana cerana,Colony_1,100,GT,1,4,27874,27910,36,0.61016949,,
Apis cerana cerana,Colony_1,100,GT,1,5,28002,28036,34,0.576271185,,
Apis cerana cerana,Colony_1,100,GT,1,6,28124,28163,39,0.661016948,,
Apis cerana cerana,Colony_1,100,GT,1,7,28270,28284,14,0.237288135,,
Apis cerana cerana,Colony_1,100,GT,1,8,28372,28396,24,0.40677966,,
Apis cerana cerana,Colony_1,100,GT,1,9,28518,28531,13,0.220338983,,
Apis cerana cerana,Colony_1,100,GT,1,10,28618,28643,25,0.423728813,,
Apis cerana cerana,Colony_1,100,GT,1,11,28748,28778,30,0.508474575,,
Apis cerana cerana,Colony_1,100,GT,1,12,28862,28883,21,0.355932203,,
Apis cerana cerana,Colony_1,100,GT,1,13,28982,28998,16,0.27118644,,
Apis cerana cerana,Colony_1,100,GT,1,14,29084,29101,17,0.288135593,,
Apis cerana cerana,Colony_1,100,RG,1,1,31936,31954,18,0.305084745,15.25,0.258474576
Apis cerana cerana,Colony_1,100,RG,1,2,32030,32045,15,0.254237288,,
Apis cerana cerana,Colony_1,100,RG,1,3,32198,32218,20,0.33898305,,
Apis cerana cerana,Colony_1,100,RG,1,4,32855,32863,8,0.13559322,,
Apis cerana cerana,Colony_1,100,RG,2,1,8026,8054,28,0.47457627,16.42857143,0.278450363
Apis cerana cerana,Colony_1,100,RG,2,2,8134,8143,9,0.152542373,,
Apis cerana cerana,Colony_1,100,RG,2,3,8336,8343,7,0.118644068,,
Apis cerana cerana,Colony_1,100,RG,2,4,8526,8541,15,0.254237288,,
Apis cerana cerana,Colony_1,100,RG,2,5,8636,8658,22,0.372881355,,
Apis cerana cerana,Colony_1,100,RG,2,6,8742,8757,15,0.254237288,,
Apis cerana cerana,Colony_1,100,RG,2,7,9018,9037,19,0.322033898,,
Apis cerana cerana,Colony_1,100,RG,3,1,26104,26114,10,0.169491525,14.75,0.249999999
Apis cerana cerana,Colony_1,100,RG,3,2,26190,26208,18,0.305084745,,
Apis cerana cerana,Colony_1,100,RG,3,3,26510,26532,22,0.372881355,,
Apis cerana cerana,Colony_1,100,RG,3,4,26734,26738,4,0.06779661,,
Apis cerana cerana,Colony_1,100,RG,3,5,26826,26838,12,0.20338983,,
Apis cerana cerana,Colony_1,100,RG,3,6,26926,26941,15,0.254237288,,
Apis cerana cerana,Colony_1,100,RG,3,7,27004,27032,28,0.47457627,,
Apis cerana cerana,Colony_1,100,RG,3,8,27203,27213,10,0.169491525,,
Apis cerana cerana,Colony_1,100,RG,3,9,27294,27312,18,0.305084745,,
Apis cerana cerana,Colony_1,100,RG,3,10,27420,27430,10,0.169491525,,
Apis cerana cerana,Colony_1,100,RG,3,11,27508,27522,14,0.237288135,,
Apis cerana cerana,Colony_1,100,RG,3,12,27612,27628,16,0.27118644,,
Apis cerana cerana,Colony_1,100,RG,4,1,7896,7911,15,0.254237288,23.35,0.395762711
Apis cerana cerana,Colony_1,100,RG,4,2,8008,8045,37,0.627118643,,
Apis cerana cerana,Colony_1,100,RG,4,3,8132,8160,28,0.47457627,,
Apis cerana cerana,Colony_1,100,RG,4,4,8238,8255,17,0.288135593,,
Apis cerana cerana,Colony_1,100,RG,4,5,8334,8350,16,0.27118644,,
Apis cerana cerana,Colony_1,100,RG,4,6,8422,8442,20,0.33898305,,
Apis cerana cerana,Colony_1,100,RG,4,7,8524,8540,16,0.27118644,,
Apis cerana cerana,Colony_1,100,RG,4,8,8594,8626,32,0.54237288,,
Apis cerana cerana,Colony_1,100,RG,4,9,8708,8730,22,0.372881355,,
Apis cerana cerana,Colony_1,100,RG,4,10,8756,8820,64,1.08474576,,
Apis cerana cerana,Colony_1,100,RG,4,11,8912,8926,14,0.237288135,,
Apis cerana cerana,Colony_1,100,RG,4,12,8988,9018,30,0.508474575,,
Apis cerana cerana,Colony_1,100,RG,4,13,9188,9203,15,0.254237288,,
Apis cerana cerana,Colony_1,100,RG,4,14,9290,9300,10,0.169491525,,
Apis cerana cerana,Colony_1,100,RG,4,15,9366,9398,32,0.54237288,,
Apis cerana cerana,Colony_1,100,RG,4,16,9472,9496,24,0.40677966,,
Apis cerana cerana,Colony_1,100,RG,4,17,9570,9585,15,0.254237288,,
Apis cerana cerana,Colony_1,100,RG,4,18,9663,9680,17,0.288135593,,
Apis cerana cerana,Colony_1,100,RG,4,19,9762,9781,19,0.322033898,,
Apis cerana cerana,Colony_1,100,RG,4,20,9946,9970,24,0.40677966,,
Apis cerana cerana,Colony_1,100,RG,5,1,21192,21210,18,0.305084745,19.8,0.33559322
Apis cerana cerana,Colony_1,100,RG,5,2,21296,21318,22,0.372881355,,
Apis cerana cerana,Colony_1,100,RG,5,3,21626,21660,34,0.576271185,,
Apis cerana cerana,Colony_1,100,RG,5,4,21864,21878,14,0.237288135,,
Apis cerana cerana,Colony_1,100,RG,5,5,21952,21982,30,0.508474575,,
Apis cerana cerana,Colony_1,100,RG,5,6,22078,22104,26,0.440677965,,
Apis cerana cerana,Colony_1,100,RG,5,7,22194,22207,13,0.220338983,,
Apis cerana cerana,Colony_1,100,RG,5,8,22304,22316,12,0.20338983,,
Apis cerana cerana,Colony_1,100,RG,5,9,22392,22408,16,0.27118644,,
Apis cerana cerana,Colony_1,100,RG,5,10,22494,22507,13,0.220338983,,
Apis cerana cerana,Colony_1,100,RG,6,1,13984,14003,19,0.322033898,23.53846154,0.398956974
Apis cerana cerana,Colony_1,100,RG,6,2,14076,14106,30,0.508474575,,
Apis cerana cerana,Colony_1,100,RG,6,3,14174,14195,21,0.355932203,,
Apis cerana cerana,Colony_1,100,RG,6,4,14256,14281,25,0.423728813,,
Apis cerana cerana,Colony_1,100,RG,6,NA,NA,NA,NA,NA,,
